emso,uporabnisko_ime,geslo
4227395769970,Guthrey8552,7320440
3161187006837,Rosy9002,1133993
3093935219145,Elsy6016,8448142
1312890444742,Cchaddie1188,4786597
6484166308270,Derk5517,9887317
0691043311865,Ida5066,6623501
6647899340173,Karalynn3597,3124756
7070358207771,Neala2252,9583977
9149276847802,Arri6601,9612878
8232145333661,Maryanna9017,2855667
4170422944327,Gaylene3475,6046343
7483103032792,Emiline4102,1196440
8319476173641,Courtenay6884,9994323
2555499171112,Kent6856,0399542
7165918652754,Zeb9241,2340557
7339795960949,Randal4929,2329128
2545457118769,Karel9059,4638238
6346389625264,Vic9517,4241399
3511705888546,Arturo5975,1852767
5801926364699,Janel2133,5587205
9688770517218,Karyl2108,7391545
4625252006034,Alex5184,8566041
3231559392466,Marilee1896,6691267
9263679979766,Cornie9376,6100914
6078242354980,Isaak4551,6629656
7409848373386,Ermin7427,9807484
7879779406400,Vladamir6563,8194378
7928166562635,Pip7298,2577223
6121589753699,Nathanael7337,8319173
5460794361534,Marieann8889,0005726
8801292900343,Freeman5440,0133199
4504483535831,Cindi2905,2219568
7350817162471,Clair6683,6913357
8022173380259,Cirillo3977,0140748
2601363317778,Anthia2010,7765169
1537356574684,Virgie1136,4895113
5291192553877,Gusti1832,6755868
8633043081744,Thaddus2749,8168980
2755700552178,Olenolin9710,1393820
8748593847583,Bryon2101,3462646
0528649541522,Savina1582,1178765
4373907155819,Clarette6668,4438873
5098184315500,Ivette6030,5060325
1059707541783,Byram8514,0425489
6552845517150,Karlis5981,6576381
7993221405613,Sheridan6252,1499171
1337257108084,Anya2455,2008979
7482512462958,Giordano4330,5009127
8948510244790,Loydie2940,7588715
8697541183216,Indira7388,7709222
1238695263376,Brice8476,4016700
6588549092319,Ricoriki3467,8177350
0535598173505,Rob4848,1846220
2721468339148,Clio9848,2701016
1272847885598,Krystalle5252,9749360
8962019668255,Carmita4662,3349612
3282822320578,Adolpho3210,8915836
1944007279378,Adele2523,1144076
5134622674009,Ricki8069,2553899
2114226536918,Sayre9916,9908235
2376355707444,Kelly8061,6224989
8503111248529,Padget2628,0532691
0281416948187,Viv6150,7796728
4647551740420,Sherill1739,9161719
8723704792469,Merralee6402,7260466
0578172098530,Giorgio2625,1159810
3240228307347,Gloria9342,7311345
0416762010350,Aubree4752,6660847
7325316969783,Jasper9556,7502610
8796713787456,Roz3930,5840460
1974862592299,Carol-jean3873,0895170
1851912772578,Brigit1004,2364993
6715091017429,Nalani2270,3029179
4558140012889,Oliy6938,1600196
6864177622715,Leanna2150,6053736
7492700281518,Philip1904,1842870
9864768895114,Selena6871,3993195
2049631229122,Cammie3315,1339373
9776552850346,Johnnie3966,7345367
5790984557705,Pru9994,6982245
9381999051088,Johna3634,9792241
9469744374859,Sterling5949,9344882
4056266947693,Giselle7695,0423590
4623769045522,Gwenni2498,6126875
8432561056906,Garrot7084,7295014
5870912348810,Bron1311,0210094
5124206491311,Gretna5736,0443932
8125215416682,Toiboid4693,8219471
4795264095104,Karee5509,8141357
9814532383998,Dominique1965,7493782
5502721992733,Arlen2757,8858263
3091405468279,Milton5777,6554154
6722448304664,Bryn2672,9710912
3313836260172,Thor7639,9624042
5664391463807,Deina8519,1705391
6359670737211,Alvan6689,3899727
5709811414300,Jodi9390,2012719
2057132300804,Lew4283,0983593
4383226451772,Archibold4523,0019580
1762505082970,Christalle8076,2285640
5696736831124,Lorianne6167,4550609
8333828642275,Martina8687,0746004
7191155987104,Ignace6327,7561835
8802988217069,Trevor7295,7191924
9677253509189,Andie5643,0930448
4949822651990,Fletch1771,3424438
9362869977450,Yulma5070,9878308
5379646155551,Ashia8783,5084616
4792482101093,Margit7213,0082847
4701111189001,Drud2248,4614314
2457099118101,Fee5740,0939730
6890468501942,Camey2759,7729011
3760583175716,Sauveur5744,9997951
5688965220238,Pat4250,9017429
8604100234064,Oby6913,6118286
4790240113484,Arv6998,2811286
9389965203098,Cybill6281,5855033
1915317513112,Manny7419,1328471
2014585394101,Shalne3386,6819848
2835321970024,Carissa4340,9720056
8817952811307,Carlo4855,4708288
3197821616195,Pam5295,3926335
1750662753715,Nelia5510,9800674
1562367074203,Stephen6431,8589775
0849357935974,Godfrey3797,1842012
2763301595424,Dniren1918,1376371
9426899397122,Katey6326,5379031
5721626200299,Mariana4724,0783496
8142675345891,Roze4635,8784576
7108954431347,Anetta1312,5580650
1240905756837,Daniela9023,8556785
0837898552834,Bartel8687,9690170
5082813772951,Flinn7070,9585001
3947808214924,Dunstan6958,3865869
9107267773629,Luis9595,1288699
2530999547158,Fredra2308,6997876
8081148870203,Herve5002,6891042
5967671319202,Dalila5432,4526910
7892397832958,Marion7113,7023038
5823343158908,Shelbi3260,1683097
6402682994651,Thatcher7761,5994808
3572472495285,Maryanne2016,9383325
3831242184022,Conny2540,8944732
6527536559567,Vivi4188,1888657
6897940123792,Gabey6073,1984291
1044607408742,Marybeth7870,3136687
8884036634215,Desdemona3236,9234932
9530914061896,Dix2860,1409631
6868691638142,Randi1002,8035345
7770685501201,Stefano4855,4972703
9303400890884,Bennett8322,1235561
4179763791553,Riannon4089,8419774
0089861438128,Orson9830,8796244
2662437757722,Hayley6744,7035968
5021283542996,Alf4713,7298578
7072314808302,Ciro6042,3093751
1900172982003,Alis4476,7203345
8539675015504,Nicoline2772,8004466
5078614309058,Madelena2282,3491858
2472469418487,Tad5259,9309092
1484782976091,Tremayne6575,3439403
5999700606621,Vivienne2723,9298815
9414357035101,Lind7751,1582513
9363025274654,Eugenia6945,7705356
0088523555180,Filippa5110,2554270
5036508481020,Ferdinande8585,3809879
0662957697324,Kalvin3237,2701410
3534062573223,Arnie1476,1545357
0088334290945,Lenard2913,7966872
0385827556416,Laetitia2464,1628653
3844195927326,Corrina7934,6419652
4785343753275,Jamima5693,7074583
3987901261599,Diego9184,1543705
1357795816782,Jeno5106,8413772
5365921678251,,
7122325147185,,
2263618273628,,
8067651868204,,
0605137691664,,
4530680782597,,
5545473519461,,
1670274926540,,
4754129143852,,
8377351253577,,
3996751586925,,
5639142072894,,
2765904405751,,
1405859228039,,
8634461748078,,
0402534064698,,
9552059891881,,
2862976667607,,
2100675619419,,
8422420772814,,
3209989974187,,
7002023214846,,
9021067062935,,
4214867212443,,
2904125022674,,
7468114473522,,
7939243034797,,
9821246969871,,
4270403157877,,
1652702800686,,
7282318190091,,
8577500207055,,
8134507764120,,
3415275046216,,
5400989009974,,
8177381694816,,
9740422522190,,
3939805908013,,
8567962497977,,
1271587877068,,
9160755779881,,
6639181613646,,
1234747999574,,
4187588714363,,
7899633549223,,
6805383403961,,
8276779372498,,
5674664831981,,
4241634477395,,
4216542217549,,
3987121597714,,
5862045996664,,
4674064028553,,
0239399492491,,
9506603141239,,
7238853295291,,
8078047856161,,
9474201012520,,
2411162321995,,
0643456635563,,
7683569251535,,
3852100241250,,
7172640945113,,
8081975834721,,
0685304829954,,
9268502854240,,
0025207192274,,
0196038016421,,
3727758002345,,
0728416171627,,
9750413126010,,
2680836112332,,
2767110415043,,
0309556612751,,
0520648750527,,
3010936270079,,
3057383901025,,
4060754174195,,
7013667831175,,
4390871576061,,
4776901575612,,
6594895040366,,
9564203749423,,
6546581674968,,
9673290158133,,
3409823487593,,
2021259734323,,
2443346073237,,
1484238570711,,
8900392055704,,
0919766056682,,
0630638875115,,
1858022849987,,
6975805696473,,
6331672263284,,
9468044311396,,
9982441828719,,
7486190242009,,
9937485794016,,
5145141069319,,
2576731942918,,
2626331884621,,
9331897266712,,
7586579478106,,
5890148463927,,
5483637702054,,
6139302439289,,
5373343653260,,
3940581640855,,
6650980297482,,
9342057691856,,
0587616304161,,
7683001174941,,
1869130502105,,
4751814779732,,
1974521276506,,
1343053052010,,
8608031827545,,
0025640869227,,
8076600589730,,
6704754923746,,
3097370901025,,
5010326150800,,
2310132470978,,
4711797158130,,
3216641712010,,
2020420088551,,
0563090763827,,
7301246550924,,
3996141161439,,
6259532377015,,
8388507214035,,
2126134228057,,
1873829564138,,
4529237671759,,
5907004239413,,
6289673423980,,
8554694718123,,
6731116548109,,
3363688292651,,
0021241234257,,
5516698040456,,
1972009738854,,
4434572664241,,
4774110116358,,
4658371843489,,
3703503920235,,
9134994430873,,
8853971358242,,
1550765426387,,
0200799166911,,
9884867987615,,
2505126192586,,
2625601637442,,
9564983101774,,
5909419984832,,
5072875345487,,
7330630584919,,
8250712029706,,
5799973112342,,
8766703278290,,
4978031820170,,
1332455236106,,
0730141917340,,
1123613284566,,
5590460412899,,
6814949087841,,
5062724319186,,
5891366028495,,
5020782442947,,
0087093046645,,
5732346890269,,
6789114665861,,
3611521573807,,
8327528634760,,
1973637708184,,
0153413459063,,
0845725225696,,
0680090418012,,
1375825243645,,
9511135300544,,
7191219619924,,
8515348229657,,
1060382087834,,
4757562860985,,
5777317149433,,
0549791224555,,
2559433421331,,
4480400578553,,
5318118824022,,
1728563406506,,
9436429334131,,
4738165069771,,
3577198052204,,
5837467151701,,
1602475986072,,
0713175687631,,
2397721037600,,
0134906024347,,
0962188951737,,
7176731755404,,
4850407301853,,
2819937907971,,
0553791389170,,
3544970411135,,
7298292196611,,
3259672612747,,
1574762990990,,
2357805719958,,
8759367631652,,
6900487635748,,
8364307498941,,
5572532995957,,
6768186820153,,
6862392932927,,
0751061930801,,
3721049152380,,
2599694770371,,
4865426290320,,
6380781748919,,
0058836979721,,
7146356412176,,
8866167281750,,
9579411504437,,
6755369041341,,
4744997172012,,
8683134410984,,
5209077349308,,
7495018097695,,
3397865538252,,
1915226464758,,
0325616735387,,
4537351863602,,
7059363412657,,
2370456824509,,
1805348622624,,
7960588141985,,
8670733078849,,
6741128126835,,
4030348280375,,
7743261984226,,
3667308222392,,
3624004158326,,
2098381908293,,
7119253552376,,
6985390873712,,
9653946167430,,
8810528012384,,
2089512658994,,
7684139046386,,
3848097507319,,
0659873672582,,
3662320494877,,
2608181149764,,
5918858719398,,
7450815666372,,
5519822912421,,
3780135184312,,
2742482496122,,
3306071073007,,
6035818974735,,
4913067474037,,
7120927954314,,
5904795078798,,
3555415809585,,
6134841801501,,
1718323581242,,
3097830116780,,
6041069425022,,
9663556388451,,
6271978845445,,
4103342878200,,
8604869476291,,
7113059474712,,
0449648214268,,
7721759104098,,
4370803854148,,
9800783902985,,
9587474055864,,
9042708695434,,
5467572730215,,
9128485176014,,
6934068971335,,
0158926690812,,
4120781760717,,
2945533526428,,
5613497327528,,
1697775704979,,
7288523771770,,
6531624719792,,
3121773685493,,
7638525426931,,
4442271321132,,
3068531965396,,
5367485876342,,
6583720500266,,
5129591549472,,
0196312716375,,
6940795898199,,
1317715500137,,
7682966921298,,
3640287414078,,
6150234507101,,
2194468005673,,
5948288402319,,
2767965993141,,
3159672997185,,
1298783301622,,
1022640818481,,
4521319298681,,
9888443410079,,
9705241009693,,
3794432890892,,
6556330642495,,
2387860400389,,
2523616604299,,
6764212061575,,
0450661090185,,
1815268249994,,
7814053777109,,
6864670037748,,
2919420543780,,
2972355008403,,
5138349949565,,
9738006497586,,
3150222238317,,
4026879124367,,
7230866597103,,
9389146622296,,
5777541000271,,
9983838621319,,
9098931541106,,
4288818930655,,
4517067183759,,
4689707633133,,
5487904209770,,
4664664842242,,
2211815645094,,
9160787311151,,
0957993922487,,
9844954350740,,
8231182545439,,
1466069700545,,
5717362857851,,
5531377747652,,
2118610519325,,
1178675464455,,
6588829462203,,
6935133666965,,
7740263590042,,
9391405280395,,
2439007055430,,
2599227114159,,
0469213901931,,
1911251566161,,
2911127929232,,
1266660818227,,
7832450560571,,
2936936545808,,
6942216400636,,
0427043958219,,
4806516421283,,
8332441631995,,
1903729916630,,
8168582661350,,
5874976194724,,
2950129883912,,
6133144300738,,
7819559994298,,
0981236653805,,
9238754770778,,
5051240511593,,
6659940434855,,
9579880970050,,
4314965310989,,
5564740007872,,
0447885063157,,
2564056648381,,
1288705773571,,
6626033311211,,
1084308175494,,
4184933968071,,
8653686041906,,
4850686673364,,
8920622719146,,
5435118818433,,
8201471559954,,
1334488891575,,
6055604624218,,
1868818451035,,
8021035346374,,
9774979595035,,
3266565300524,,
7708304271088,,
1408769707696,,
7377675231644,,
0432734194735,,
7460220582466,,
3750827716008,,
3901320075862,,
1547617755157,,
6740245833464,,
2459104645714,,
1867393447425,,
4986275577501,,
2807441929279,,
4668838557391,,
3007145472048,,
4392629564438,,
9157574293725,,
1509006749173,,
7296264066762,,
1541605635448,,
3134208624106,,
8904541279524,,
7671526674192,,
7388844129070,,
5408515339834,,
3454481260841,,
6219060842354,,
6218804944035,,
0333465349919,,
4155701678767,,
6339339890497,,
9994274546413,,
3582249681355,,
4360220583060,,
4100564550613,,
7612307563380,,
9288920571796,,
2474759623258,,
1000195543039,,
9269383393028,,
5400300393455,,
7402292896764,,
5312906001192,,
6120129780320,,
3949157694395,,
2263873021155,,
3908019975882,,
0656389525901,,
1758819840534,,
7944822194934,,
6221003476973,,
4347303783526,,
0027742193096,,
4496823897546,,
3313532735818,,
2798811296310,,
6392982688640,,
6117096526522,,
7006457875764,,
3247512530246,,
4025887641118,,
2828669638895,,
5211498755005,,
0357208057227,,
9896805360057,,
8136576773695,,
8113454985151,,
3648104056736,,
9445249900874,,
8599049555505,,
5768110381780,,
2197821721763,,
8432715302362,,
2619358410915,,
9959564315893,,
8855679626972,,
0432635303596,,
7846565262363,,
4753714505294,,
9844127697472,,
6380157049637,,
8836583294530,,
7610945340910,,
9913614617087,,
9196181105266,,
0473277788179,,
3327916413354,,
7746722045902,,
7211865971055,,
1857872421987,,
5087043940825,,
3309223727230,,
4871474812722,,
1794158960682,,
9024781176871,,
0440937286783,,
5222267019739,,
5152760144838,,
7299937905996,,
6871770981372,,
4213915465317,,
2489914385940,,
0895200517072,,
0947691509661,,
2035065700820,,
8014434984677,,
8246826394569,,
9835844916311,,
2460849745049,,
5381402253153,,
6383914350816,,
6690939659306,,
8140301383923,,
3611214233093,,
5717594005799,,
9763995174476,,
6307391850356,,
7168754891897,,
4896357828984,,
8997040107227,,
1744352331812,,
9062899987465,,
8357593675909,,
5182455888874,,
5306181127057,,
0811485226984,,
0013322597024,,
8894320557322,,
4325772010187,,
9114051082593,,
9479911884198,,
3706168216543,,
1595640772344,,
0400213057379,,
6756069109558,,
3605961906858,,
4097480829388,,
7742261816488,,
7411977522951,,
3268438728878,,
9853502681108,,
8778354476436,,
6146198731944,,
6838618015666,,
1458424787385,,
5085240133378,,
6075058822007,,
5974089932194,,
7973564288646,,
8300115393120,,
4082603113661,,
2237946047510,,
1763700526448,,
3031891455650,,
5665098397269,,
4514095963612,,
0988838624160,,
9565984327179,,
0303308788338,,
3345354403537,,
4615911188760,,
8488911635807,,
9360305667929,,
8909980076305,,
3095938632396,,
7327692451889,,
7974380924652,,
9162662502944,,
4849704673997,,
3642941457115,,
3571863781197,,
9843293793241,,
7555639922050,,
2146844950448,,
5758341108166,,
9890435911257,,
6000219954277,,
5220994881945,,
1831646597175,,
7231884081671,,
3405885027471,,
1132360619459,,
4106617909404,,
2455188815138,,
1861027657602,,
5437799383329,,
0619689112583,,
7761145886952,,
5176661124137,,
1410065509240,,
1486083411409,,
7289812353074,,
0066783470166,,
2831498101370,,
4236297271127,,
7737682632152,,
3841823051889,,
1237395220455,,
3905993164623,,
4207091534351,,
3694371293242,,
1724275987894,,
6681775487201,,
6131695619420,,
9647396947887,,
7304923547053,,
0127412927047,,
5758098656705,,
2183949762347,,
8802868863553,,
6469673919188,,
7134177415602,,
7712991633127,,
4239029451400,,
9606908888243,,
0343222291602,,
4302639585010,,
5127655813367,,
0784610620634,,
7131030544685,,
8889518261784,,
0094507904026,,
5346485693719,,
5390250045832,,
6605626403593,,
2854731932600,,
5285472360420,,
1181604734176,,
3951014476165,,
1389065557182,,
1722919693090,,
5946577242025,,
7877340109122,,
8333616476662,,
7727260631852,,
1183903409044,,
3132681985071,,
9644818400576,,
2680390924015,,
9781245754523,,
6645976974093,,
6602561827705,,
7828812103232,,
4780035247930,,
8813039479281,,
6041635002595,,
3476788207070,,
5028526126750,,
9802838192230,,
5559235308419,,
0440690487160,,
6747398140423,,
3899398585680,,
5848919079414,,
7173337530260,,
7693627863284,,
1572882063312,,
3689715231077,,
9741733750416,,
0406230799125,,
7769440328405,,
2506662535850,,
7441128105398,,
0443066317974,,
2809082104349,,
7628906200280,,
0492973247475,,
0127406415783,,
6887538792551,,
9744680273182,,
4061524474669,,
9569612793045,,
3753848956441,,
3280657297356,,
2490191642775,,
7058001664740,,
3985724539116,,
0662336637142,,
7938683789445,,
1078569595226,,
6424381711700,,
8113111954584,,
5334140238389,,
1997273853332,,
0337058916576,,
6043883928421,,
1247145155172,,
9650986725577,,
6806093002114,,
4197912787915,,
5376134478694,,
6811030310377,,
7403420198619,,
2098335803263,,
0053123180976,,
1347960672091,,
8500560156052,,
8245201310260,,
4876230544455,,
7435614298952,,
5861848633317,,
3603405658890,,
2657739262410,,
1712684051179,,
5200149573548,,
9607678617926,,
7125494368742,,
7174724706108,,
0944307125874,,
7253217079583,,
9008398393808,,
1765093708986,,
4732361209037,,
3545925991078,,
9291362688532,,
9530746793544,,
2359108377202,,
2057833092376,,
8088986230129,,
1875102316142,,
9815344218607,,
0362914753182,,
2141912734155,,
6388704517934,,
9593004866333,,
6010405952486,,
8950853964883,,
6519279424910,,
1585642761951,,
6417456658535,,
8440341000896,,
3784624681879,,
6152502944838,,
9817770333691,,
1713474555841,,
6314047649413,,
4508838592271,,
0585847357448,,
3742950513884,,
6286507562945,,
8442893461911,,
4303908093618,,
2685927124770,,
7172349391461,,
8208639169663,,
2006704795558,,
0457370618342,,
8316122041200,,
5398075664399,,
5031677451552,,
7131549360110,,
3927324170742,,
5103787368521,,
9649914733984,,
8155529343328,,
8433749329218,,
7200759087558,,
0667560554647,,
3207108620208,,
8383694714727,,
8182195978867,,
6011744044260,,
3108898344559,,
2438356121922,,
6812353397615,,
4238638015000,,
5465794124102,,
6706405025442,,
0529653478890,,
2377721179552,,
1027079149565,,
6001407333914,,
2567776044886,,
9195877613786,,
2797890582542,,
2532636839238,,
1180434597541,,
0465529089906,,
6078057713926,,
1444491495414,,
3178280974999,,
6130663783294,,
2563815358705,,
9026326284072,,
3281260567157,,
2429963470940,,
4447395225625,,
0462363133718,,
5842939494917,,
2469193719599,,
3128259165720,,
7591026577212,,
0004175048353,,
1731775427233,,
7464513726553,,
7036399632388,,
9161784025939,,
4213662369440,,
7299965252981,,
0239670539947,,
3066994797115,,
6599357933543,,
8200719042561,,
5076477893359,,
5579558450730,,
5523283856262,,
5036448747463,,
8860781374768,,
6912620073877,,
5872150047950,,
9131924067877,,
1286279413860,,
2412234449833,,
9342992228447,,
3013844478273,,
8388784851995,,
7844811436603,,
1731285661286,,
5584231586092,,
4665914310935,,
3014157753811,,
0039566739593,,
3117408615826,,
0688858626595,,
7144539612963,,
2306087514852,,
8048240748815,,
5146398542850,,
2192247567281,,
0582844368898,,
5452667573272,,
6160045264753,,
1408615091902,,
4227395769970,,
3161187006837,,
3093935219145,,
1312890444742,,
6484166308270,,
0691043311865,,
6647899340173,,
7070358207771,,
9149276847802,,
8232145333661,,
4170422944327,,
7483103032792,,
8319476173641,,
2555499171112,,
7165918652754,,
7339795960949,,
2545457118769,,
6346389625264,,
3511705888546,,
5801926364699,,
9688770517218,,
4625252006034,,
3231559392466,,
9263679979766,,
6078242354980,,
7409848373386,,
7879779406400,,
7928166562635,,
6121589753699,,
5460794361534,,
8801292900343,,
4504483535831,,
7350817162471,,
8022173380259,,
2601363317778,,
1537356574684,,
5291192553877,,
8633043081744,,
2755700552178,,
8748593847583,,
0528649541522,,
4373907155819,,
5098184315500,,
1059707541783,,
6552845517150,,
7993221405613,,
1337257108084,,
7482512462958,,
8948510244790,,
8697541183216,,
1238695263376,,
6588549092319,,
0535598173505,,
2721468339148,,
1272847885598,,
8962019668255,,
3282822320578,,
1944007279378,,
5134622674009,,
2114226536918,,
2376355707444,,
8503111248529,,
0281416948187,,
4647551740420,,
8723704792469,,
0578172098530,,
3240228307347,,
0416762010350,,
7325316969783,,
8796713787456,,
1974862592299,,
1851912772578,,
6715091017429,,
4558140012889,,
6864177622715,,
7492700281518,,
9864768895114,,
2049631229122,,
9776552850346,,
5790984557705,,
9381999051088,,
9469744374859,,
4056266947693,,
4623769045522,,
8432561056906,,
5870912348810,,
5124206491311,,
8125215416682,,
4795264095104,,
9814532383998,,
5502721992733,,
3091405468279,,
6722448304664,,
3313836260172,,
5664391463807,,
6359670737211,,
5709811414300,,
2057132300804,,
4383226451772,,
1762505082970,,
5696736831124,,
8333828642275,,
7191155987104,,
8802988217069,,
9677253509189,,
4949822651990,,
9362869977450,,
5379646155551,,
4792482101093,,
4701111189001,,
2457099118101,,
6890468501942,,
3760583175716,,
5688965220238,,
8604100234064,,
4790240113484,,
9389965203098,,
1915317513112,,
2014585394101,,
2835321970024,,
8817952811307,,
3197821616195,,
1750662753715,,
1562367074203,,
0849357935974,,
2763301595424,,
9426899397122,,
5721626200299,,
8142675345891,,
7108954431347,,
1240905756837,,
0837898552834,,
5082813772951,,
3947808214924,,
9107267773629,,
2530999547158,,
8081148870203,,
5967671319202,,
7892397832958,,
5823343158908,,
6402682994651,,
3572472495285,,
3831242184022,,
6527536559567,,
6897940123792,,
1044607408742,,
8884036634215,,
9530914061896,,
6868691638142,,
7770685501201,,
9303400890884,,
4179763791553,,
0089861438128,,
2662437757722,,
5021283542996,,
7072314808302,,
1900172982003,,
8539675015504,,
5078614309058,,
2472469418487,,
1484782976091,,
5999700606621,,
9414357035101,,
9363025274654,,
0088523555180,,
5036508481020,,
0662957697324,,
3534062573223,,
0088334290945,,
0385827556416,,
3844195927326,,
4785343753275,,
3987901261599,,
1357795816782,,
